title,id,chart,90% EX bpi,avg EX,90% EX,wr EX,max EX,diff,avg money,wr money,players,mfcs,notecount,untimed
ROCK THE PARTY,1219.0,EDP,22.73,1482.0,2011.0,2206.0,2235.0,16.0,845454.0,999710.0,195.0,0.0,745.0,31.0
Astrogazer,728.0,CDP,22.7,1159.0,1992.0,2198.0,2214.0,18.0,722691.0,999310.0,635.0,0.0,738.0,39.0
トランスダンスアナーキー,1228.0,CSP,22.68,1748.0,2637.0,2903.0,2931.0,18.0,788172.0,998930.0,375.0,0.0,977.0,57.0
London EVOLVED ver.C,470.0,CDP,22.6,1414.0,1871.0,2050.0,2079.0,17.0,862309.0,999710.0,620.0,0.0,693.0,2.0
RISING FIRE HAWK,708.0,CDP,22.51,1172.0,1795.0,1977.0,1995.0,17.0,790086.0,999820.0,674.0,0.0,665.0,5.0
Healing-D-Vision,169.0,EDP,22.46,886.0,1201.0,1318.0,1335.0,15.0,851523.0,999830.0,698.0,0.0,445.0,2.0
chaos eater,635.0,EDP,22.4,1211.0,1566.0,1714.0,1740.0,16.0,874274.0,999740.0,565.0,0.0,580.0,3.0
CHAOS,155.0,CDP,22.4,729.0,990.0,1087.0,1101.0,15.0,849554.0,999860.0,630.0,0.0,367.0,7.0
New Millennium,1227.0,EDP,22.3,1498.0,1979.0,2169.0,2199.0,17.0,858848.0,999700.0,238.0,0.0,733.0,33.0
VOLAQUAS,1150.0,ESP,22.3,1596.0,2440.0,2688.0,2712.0,18.0,787530.0,999760.0,785.0,0.0,904.0,17.0
MAX 360,815.0,CSP,22.21,1232.0,2727.0,3016.0,3030.0,19.0,602449.0,999480.0,1405.0,0.0,1010.0,10.0
Electronic or Treat!,625.0,EDP,22.1,1061.0,1360.0,1489.0,1512.0,15.0,874747.0,999770.0,566.0,0.0,504.0,24.0
BREAKING THE FUTURE,1188.0,ESP,22.05,1460.0,2189.0,2411.0,2433.0,17.0,794639.0,999780.0,617.0,0.0,811.0,35.0
Eon Break,1166.0,CSP,21.98,879.0,1784.0,1973.0,1983.0,18.0,641211.0,999900.0,588.0,0.0,661.0,22.0
snow prism,488.0,CDP,21.86,1109.0,1474.0,1617.0,1638.0,16.0,859152.0,999790.0,612.0,0.0,546.0,13.0
MAXX UNLIMITED(X-Special),298.0,CDP,21.79,1026.0,1719.0,1898.0,1911.0,18.0,734259.0,998640.0,500.0,0.0,637.0,41.0
Cosy Catastrophe,755.0,EDP,21.77,1001.0,1474.0,1623.0,1638.0,16.0,809414.0,999850.0,707.0,0.0,546.0,9.0
Magnetic,548.0,CDP,21.76,1421.0,1906.0,2092.0,2118.0,17.0,843590.0,999740.0,749.0,0.0,706.0,84.0
Glitter Flatter Scatter,1092.0,EDP,21.7,1467.0,1933.0,2120.0,2148.0,17.0,863610.0,999720.0,253.0,0.0,716.0,8.0
PARANOIA survivor MAX,127.0,EDP,21.43,1024.0,1447.0,1592.0,1608.0,15.0,831064.0,999840.0,634.0,0.0,536.0,3.0
Deep tenDon Reflex,1063.0,CDP,21.39,1308.0,1787.0,1964.0,1986.0,17.0,833945.0,999780.0,338.0,0.0,662.0,78.0
DDR MEGAMIX,810.0,EDP,21.39,1218.0,1576.0,1728.0,1752.0,16.0,873759.0,999760.0,629.0,0.0,584.0,2.0
量子の海のリントヴルム,1090.0,EDP,21.36,1469.0,1914.0,2099.0,2127.0,17.0,869440.0,999720.0,336.0,0.0,709.0,4.0
POSSESSION (20th Anniversary Mix),813.0,EDP,21.29,1068.0,1736.0,1916.0,1929.0,17.0,758717.0,999870.0,646.0,0.0,643.0,13.0
[ ]DENTITY,1258.0,EDP,21.26,1762.0,2127.0,2320.0,2364.0,17.0,902936.0,999560.0,65.0,0.0,788.0,41.0
POSSESSION,375.0,EDP,21.19,1012.0,1663.0,1836.0,1848.0,17.0,753928.0,999880.0,1038.0,0.0,616.0,10.0
Megalara Garuda,1088.0,CDP,21.15,1571.0,2035.0,2232.0,2262.0,18.0,864630.0,999700.0,260.0,0.0,754.0,63.0
Cytokinesis,729.0,EDP,21.13,891.0,1282.0,1412.0,1425.0,14.0,821009.0,999870.0,778.0,0.0,475.0,7.0
Splash Gold,878.0,EDP,21.09,1300.0,1817.0,1999.0,2019.0,16.0,828598.0,999800.0,621.0,0.0,673.0,45.0
ORCA,837.0,DDP,20.97,802.0,1247.0,1376.0,1386.0,14.0,780355.0,999900.0,660.0,0.0,462.0,14.0
Valanga,1181.0,CDP,20.96,1641.0,2030.0,2220.0,2256.0,17.0,887567.0,999640.0,171.0,0.0,752.0,68.0
New Generation,559.0,CDP,20.82,1200.0,1584.0,1740.0,1761.0,17.0,861664.0,999790.0,535.0,0.0,587.0,15.0
最小三倍完全数,887.0,DDP,20.81,868.0,1177.0,1294.0,1308.0,15.0,851818.0,999860.0,528.0,0.0,436.0,3.0
Triple Journey -TAG EDITION-,558.0,CDP,20.78,1278.0,1954.0,2156.0,2172.0,18.0,789028.0,998760.0,537.0,0.0,724.0,12.0
未完成ノ蒸氣驅動乙女 (DDR Edition),898.0,EDP,20.77,1352.0,1827.0,2009.0,2031.0,17.0,847673.0,999780.0,573.0,0.0,677.0,30.0
&AElig;THER,587.0,EDP,20.74,1304.0,1879.0,2070.0,2088.0,17.0,819428.0,999820.0,755.0,0.0,696.0,8.0
mathematical good-bye,1218.0,EDP,20.62,1459.0,2100.0,2314.0,2334.0,17.0,807964.0,999800.0,162.0,0.0,778.0,78.0
SABER WING (Akira Ishihara Headshot mix),311.0,EDP,20.58,912.0,1215.0,1335.0,1350.0,15.0,854709.0,999850.0,865.0,0.0,450.0,29.0
DDR TAGMIX -LAST DanceR-,1046.0,EDP,20.57,1206.0,1711.0,1885.0,1902.0,17.0,825348.0,999830.0,319.0,0.0,634.0,18.0
Valanga,1181.0,CSP,20.48,1656.0,2076.0,2274.0,2307.0,17.0,880586.0,999670.0,632.0,0.0,769.0,72.0
Healing-D-Vision,169.0,DDP,20.34,677.0,936.0,1031.0,1041.0,13.0,842359.0,999900.0,411.0,0.0,347.0,2.0
鳳,1234.0,DSP,20.21,1162.0,1679.0,1851.0,1866.0,16.0,804908.0,999850.0,613.0,0.0,622.0,72.0
